Sentence ID,Sentence,Conc.MEDIAN,Conc.MEAN,Conc.SD,# Words Found,Found Words,All Words
68,"But we went ahead with the preflight checks, plugging in our electrically heating flying suits, checking the oxygen masks, running up each of the four engines in turn to make sure we could rely on it.",3.55,3.4995,1.106504572254924,20 out of 20,"[(u'go', 3.15), (u'ahead', 3.0), (u'preflight', 2.31), (u'check', 4.11), (u'plug', 4.64), (u'electrically', 3.0), (u'heat', 3.79), (u'fly', 4.64), (u'suit', 4.97), (u'check', 4.11), (u'oxygen', 3.66), (u'mask', 4.96), (u'run', 4.31), (u'four', 3.37), (u'engine', 4.86), (u'turn', 3.44), (u'make', 2.67), (u'sure', 1.73), (u'could', 1.34), (u'rely', 1.93)]","[u'go', u'ahead', u'preflight', u'check', u'plug', u'electrically', u'heat', u'fly', u'suit', u'check', u'oxygen', u'mask', u'run', u'four', u'engine', u'turn', u'make', u'sure', u'could', u'rely']"
69,"We were due to be the third ship to taxi out, one of three ""lead"" planes on which all the others would gather to make the giant box formations supposed to keep German fighters at bay.",3.79,3.585555555555556,1.1837041672460038,18 out of 20,"[(u'due', 3.21), (u'third', 3.44), (u'ship', 4.87), (u'taxi', 4.93), (u'one', 3.97), (u'three', 3.62), (u'lead', 4.1), (u'plane', 4.92), (u'would', 1.12), (u'gather', 2.75), (u'make', 2.67), (u'giant', 4.3), (u'box', 4.9), (u'formation', 3.23), (u'suppose', 1.37), (u'keep', 2.37), (u'fighter', 3.96), (u'bay', 4.81)]","[u'due', u'third', u'ship', u'taxi', u'one', u'three', u'lead', u'plane', u'others', u'would', u'gather', u'make', u'giant', u'box', u'formation', u'suppose', u'keep', u'german', u'fighter', u'bay']"
70,"Our jobs were to go off first, then circle high in the sky while the others moved into formation behind us.",3.355,3.5,0.5474993658037932,10 out of 11,"[(u'job', 3.19), (u'go', 3.15), (u'first', 2.76), (u'circle', 4.44), (u'high', 3.46), (u'sky', 4.45), (u'move', 3.25), (u'formation', 3.23), (u'behind', 3.48), (u'us', 3.59)]","[u'job', u'go', u'first', u'circle', u'high', u'sky', u'others', u'move', u'formation', u'behind', u'us']"
71,"The first and second lead planes moved slowly past, and we very carefully pulled as close as we could behind the second plane.",3.275,3.2492857142857146,1.05255341019764,14 out of 14,"[(u'first', 2.76), (u'second', 3.3), (u'lead', 4.1), (u'plane', 4.92), (u'move', 3.25), (u'slowly', 3.1), (u'past', 1.7), (u'carefully', 2.15), (u'pull', 3.97), (u'close', 3.2), (u'could', 1.34), (u'behind', 3.48), (u'second', 3.3), (u'plane', 4.92)]","[u'first', u'second', u'lead', u'plane', u'move', u'slowly', u'past', u'carefully', u'pull', u'close', u'could', u'behind', u'second', u'plane']"
72,"We could barely see the ground from the cockpit window, and we realized that if we lost sight of those two round stabilizers in the tail of that B-24 ahead of us, we could easily stray off the concrete taxiway and get our wheels mired in the frozen mud alongside us.",3.25,3.3548,1.1864727837867444,25 out of 27,"[(u'could', 1.34), (u'barely', 1.71), (u'see', 3.21), (u'ground', 4.77), (u'cockpit', 4.27), (u'window', 4.86), (u'realize', 2.03), (u'lose', 2.25), (u'sight', 3.21), (u'two', 4.18), (u'round', 3.9), (u'stabilizer', 3.25), (u'tail', 4.96), (u'ahead', 3.0), (u'us', 3.59), (u'could', 1.34), (u'easily', 1.8), (u'stray', 2.76), (u'concrete', 4.59), (u'get', 2.38), (u'wheel', 4.86), (u'frozen', 4.34), (u'mud', 4.86), (u'alongside', 2.82), (u'us', 3.59)]","[u'could', u'barely', u'see', u'ground', u'cockpit', u'window', u'realize', u'lose', u'sight', u'two', u'round', u'stabilizer', u'tail', u'ahead', u'us', u'could', u'easily', u'stray', u'concrete', u'taxiway', u'get', u'wheel', u'mire', u'frozen', u'mud', u'alongside', u'us']"
73,"The B-24 has a tricycle landing gear, with a nose wheel far up to the front.",4.28,4.151428571428571,0.7795175553171456,7 out of 7,"[(u'tricycle', 4.68), (u'landing', 3.87), (u'gear', 4.28), (u'nose', 4.89), (u'wheel', 4.86), (u'far', 2.71), (u'front', 3.77)]","[u'tricycle', u'landing', u'gear', u'nose', u'wheel', u'far', u'front']"
74,"When the brakes are applied in taxiing, the front end dips down like the head of an elephant nodding in a parade.",4.22,3.9254545454545453,1.0195328698611303,11 out of 11,"[(u'brake', 4.44), (u'apply', 2.5), (u'taxi', 4.93), (u'front', 3.77), (u'end', 3.14), (u'dip', 4.22), (u'like', 1.89), (u'head', 4.75), (u'elephant', 5.0), (u'nodding', 4.0), (u'parade', 4.54)]","[u'brake', u'apply', u'taxi', u'front', u'end', u'dip', u'like', u'head', u'elephant', u'nodding', u'parade']"
75,So the plane ahead seemed to us to be going up and down as we cautiously braked as close as we could get.,3.075,3.04,1.1052400443141552,10 out of 10,"[(u'plane', 4.92), (u'ahead', 3.0), (u'seem', 1.75), (u'us', 3.59), (u'go', 3.15), (u'cautiously', 2.63), (u'brake', 4.44), (u'close', 3.2), (u'could', 1.34), (u'get', 2.38)]","[u'plane', u'ahead', u'seem', u'us', u'go', u'cautiously', u'brake', u'close', u'could', u'get']"
76,"We still expected to hear a voice on the radio: ""Abort, abort"".",3.46,3.3628571428571425,0.9416247356867506,7 out of 7,"[(u'still', 3.46), (u'expect', 1.89), (u'hear', 3.66), (u'voice', 4.13), (u'radio', 4.74), (u'abort', 2.83), (u'abort', 2.83)]","[u'still', u'expect', u'hear', u'voice', u'radio', u'abort', u'abort']"
77,This was impossible flying weather.,3.83,3.3766666666666665,1.540854741152888,3 out of 3,"[(u'impossible', 1.66), (u'fly', 4.64), (u'weather', 3.83)]","[u'impossible', u'fly', u'weather']"
78,But no voice came.,3.425,3.425,0.9970205614730319,2 out of 2,"[(u'voice', 4.13), (u'come', 2.72)]","[u'voice', u'come']"
79,"The deadly still fog meant there was no wind at all, no air movement to increase our airspeed at takeoff.",3.435,3.405,0.7057423199881259,10 out of 10,"[(u'deadly', 2.7), (u'still', 3.46), (u'fog', 4.66), (u'mean', 2.5), (u'wind', 3.93), (u'air', 4.11), (u'movement', 3.63), (u'increase', 2.61), (u'airspeed', 3.04), (u'takeoff', 3.41)]","[u'deadly', u'still', u'fog', u'mean', u'wind', u'air', u'movement', u'increase', u'airspeed', u'takeoff']"
80,Then it was gone.,3.15,3.15,N/A,1 out of 1,"[(u'go', 3.15)]",[u'go']
81,The ship ahead stopped.,3.68,3.85,0.9465199416811038,3 out of 3,"[(u'ship', 4.87), (u'ahead', 3.0), (u'stop', 3.68)]","[u'ship', u'ahead', u'stop']"
82,"Half a minute later it turned, trembling, and all we could see was a wing as the pilot gunned the engines to full power.",3.44,3.427692307692308,1.184223753112518,13 out of 13,"[(u'half', 3.27), (u'minute', 3.04), (u'later', 1.8), (u'turn', 3.44), (u'tremble', 3.61), (u'could', 1.34), (u'see', 3.21), (u'wing', 4.86), (u'pilot', 4.67), (u'gun', 4.83), (u'engine', 4.86), (u'full', 3.59), (u'power', 2.04)]","[u'half', u'minute', u'later', u'turn', u'tremble', u'could', u'see', u'wing', u'pilot', u'gun', u'engine', u'full', u'power']"
83,Then it was gone.,3.15,3.15,N/A,1 out of 1,"[(u'go', 3.15)]",[u'go']
84,The only way we could line up on the runway was by looking down from the cockpit windows at the rows of white stripes we knew marked each end of the runway.,3.91,3.6221428571428573,1.1558625056070173,14 out of 14,"[(u'way', 2.34), (u'could', 1.34), (u'line', 4.5), (u'runway', 4.6), (u'look', 2.96), (u'cockpit', 4.27), (u'window', 4.86), (u'row', 3.93), (u'white', 3.89), (u'stripe', 4.72), (u'know', 1.68), (u'marked', 3.88), (u'end', 3.14), (u'runway', 4.6)]","[u'way', u'could', u'line', u'runway', u'look', u'cockpit', u'window', u'row', u'white', u'stripe', u'know', u'marked', u'end', u'runway']"
85,We could see nothing else.,1.92,2.0975,0.8251616003345446,4 out of 4,"[(u'could', 1.34), (u'see', 3.21), (u'nothing', 2.21), (u'else', 1.63)]","[u'could', u'see', u'nothing', u'else']"
86,Scotty and I looked at each other.,2.96,2.96,N/A,1 out of 2,"[(u'look', 2.96)]","[u'scotty', u'look']"
87,"Scotty ran up full power, brakes full on, until it felt that the ship would vibrate open.",3.59,3.4210000000000003,1.140764363632268,10 out of 11,"[(u'run', 4.31), (u'full', 3.59), (u'power', 2.04), (u'brake', 4.44), (u'full', 3.59), (u'felt', 3.04), (u'ship', 4.87), (u'would', 1.12), (u'vibrate', 4.0), (u'open', 3.21)]","[u'scotty', u'run', u'full', u'power', u'brake', u'full', u'felt', u'ship', u'would', u'vibrate', u'open']"
88,Then he released the brakes.,3.8400000000000003,3.8400000000000003,0.8485281374238571,2 out of 2,"[(u'release', 3.24), (u'brake', 4.44)]","[u'release', u'brake']"
89,We seemed to lumber down the runway.,4.56,3.6366666666666667,1.6340236636393406,3 out of 3,"[(u'seem', 1.75), (u'lumber', 4.56), (u'runway', 4.6)]","[u'seem', u'lumber', u'runway']"
90,Hours seemed to go by.,3.1,2.6666666666666665,0.794250170496257,3 out of 3,"[(u'hour', 3.1), (u'seem', 1.75), (u'go', 3.15)]","[u'hour', u'seem', u'go']"
91,"The airspeed indicator inched upward, when it should have been sweeping up like the second hand on a watch.",3.57,3.55,0.9317188417113824,9 out of 9,"[(u'airspeed', 3.04), (u'indicator', 2.73), (u'inch', 4.37), (u'upward', 3.57), (u'sweep', 3.72), (u'like', 1.89), (u'second', 3.3), (u'hand', 4.72), (u'watch', 4.61)]","[u'airspeed', u'indicator', u'inch', u'upward', u'sweep', u'like', u'second', u'hand', u'watch']"
92,"I kept staring down at the runway from my cockpit window, then I glanced at the airspeed indicator - a slow 92 miles an hour - but when I looked back out the window I saw white stripes flashing by.",3.7800000000000002,3.83,0.7984028173945339,18 out of 18,"[(u'keep', 2.37), (u'star', 4.69), (u'runway', 4.6), (u'cockpit', 4.27), (u'window', 4.86), (u'glance', 3.48), (u'airspeed', 3.04), (u'indicator', 2.73), (u'slow', 3.28), (u'mile', 3.63), (u'hour', 3.1), (u'look', 2.96), (u'back', 4.33), (u'window', 4.86), (u'saw', 4.46), (u'white', 3.89), (u'stripe', 4.72), (u'flash', 3.67)]","[u'keep', u'star', u'runway', u'cockpit', u'window', u'glance', u'airspeed', u'indicator', u'slow', u'mile', u'hour', u'look', u'back', u'window', u'saw', u'white', u'stripe', u'flash']"
93,The other end of the runway.,3.87,3.87,1.0323759005323592,2 out of 2,"[(u'end', 3.14), (u'runway', 4.6)]","[u'end', u'runway']"
94,"We were not going fast enough to take off, but we were at the end of the runway.",3.145,3.1,1.0427847332982967,6 out of 6,"[(u'go', 3.15), (u'fast', 3.32), (u'enough', 1.33), (u'take', 3.06), (u'end', 3.14), (u'runway', 4.6)]","[u'go', u'fast', u'enough', u'take', u'end', u'runway']"
95,I took the wheel in my hands and pulled back.,4.33,4.188000000000001,0.7201874755922932,5 out of 5,"[(u'take', 3.06), (u'wheel', 4.86), (u'hand', 4.72), (u'pull', 3.97), (u'back', 4.33)]","[u'take', u'wheel', u'hand', u'pull', u'back']"
96,"A co-pilot was not supposed to do that, with the pilot concentrating on the instruments in front of him to keep the plane on course and steady.",3.77,3.324444444444444,1.239597829046896,9 out of 9,"[(u'suppose', 1.37), (u'pilot', 4.67), (u'concentrate', 2.48), (u'instrument', 4.27), (u'front', 3.77), (u'keep', 2.37), (u'plane', 4.92), (u'course', 3.82), (u'steady', 2.25)]","[u'suppose', u'pilot', u'concentrate', u'instrument', u'front', u'keep', u'plane', u'course', u'steady']"
97,"But there was not time to talk to Scotty, only a split-second to grab the wheel.",3.795,3.88,0.7707572034477959,4 out of 5,"[(u'time', 3.07), (u'talk', 4.07), (u'grab', 3.52), (u'wheel', 4.86)]","[u'time', u'talk', u'scotty', u'grab', u'wheel']"
98,"I knew the field off the end of the runway was deep-plowed, rutted enough to tear off our landing gear and smash all 10 of us to pieces.",3.83,3.5733333333333337,1.05590403604368,12 out of 12,"[(u'know', 1.68), (u'field', 4.26), (u'end', 3.14), (u'runway', 4.6), (u'rut', 3.64), (u'enough', 1.33), (u'tear', 4.56), (u'landing', 3.87), (u'gear', 4.28), (u'smash', 3.79), (u'us', 3.59), (u'piece', 4.14)]","[u'know', u'field', u'end', u'runway', u'rut', u'enough', u'tear', u'landing', u'gear', u'smash', u'us', u'piece']"
99,"It should not have happened at that airspeed, but Number 10607 flew into the air.",3.3,3.374,1.0957098155990024,5 out of 5,"[(u'happen', 1.78), (u'airspeed', 3.04), (u'number', 3.3), (u'fly', 4.64), (u'air', 4.11)]","[u'happen', u'airspeed', u'number', u'fly', u'air']"
100,It was a miracle.,1.96,1.96,N/A,1 out of 1,"[(u'miracle', 1.96)]",[u'miracle']
101,More miracles.,1.96,1.96,N/A,1 out of 1,"[(u'miracle', 1.96)]",[u'miracle']
102,But now there was nothing.,2.21,2.21,N/A,1 out of 1,"[(u'nothing', 2.21)]",[u'nothing']
103,Only whiteness.,3.69,3.69,N/A,1 out of 1,"[(u'whiteness', 3.69)]",[u'whiteness']
104,We staggered.,3.57,3.57,N/A,1 out of 1,"[(u'stagger', 3.57)]",[u'stagger']
105,Then a smashing downward jolt.,3.41,3.453333333333333,0.3172275734127368,3 out of 3,"[(u'smash', 3.79), (u'downward', 3.16), (u'jolt', 3.41)]","[u'smash', u'downward', u'jolt']"
106,We'd hit the ground.,4.4399999999999995,4.4399999999999995,0.4666904755831208,2 out of 2,"[(u'hit', 4.11), (u'ground', 4.77)]","[u'hit', u'ground']"
107,Suddenly things were going too fast.,3.16,2.87,0.6908448933491993,4 out of 4,"[(u'suddenly', 1.84), (u'thing', 3.17), (u'go', 3.15), (u'fast', 3.32)]","[u'suddenly', u'thing', u'go', u'fast']"
108,"A shuddering vibration swept the plane, like a rolling earthquake you feel but don't believe.",3.61,3.2655555555555558,1.1172411457594005,9 out of 9,"[(u'shudder', 3.41), (u'vibration', 3.61), (u'sweep', 3.72), (u'plane', 4.92), (u'like', 1.89), (u'rolling', 4.04), (u'earthquake', 3.97), (u'feel', 2.28), (u'believe', 1.55)]","[u'shudder', u'vibration', u'sweep', u'plane', u'like', u'rolling', u'earthquake', u'feel', u'believe']"
109,"Then freedom, a feeling of flight.",2.34,2.64,1.14,3 out of 3,"[(u'freedom', 2.34), (u'feeling', 1.68), (u'flight', 3.9)]","[u'freedom', u'feeling', u'flight']"
110,"Later we learned that we had indeed hit the ground off the end of the runway, falling hard enough to shake loose three 500-pound bombs, which crashed through the bomb bay doors and skidded along the ground underneath us without exploding.",3.79,3.5984,1.108120330409413,25 out of 25,"[(u'later', 1.8), (u'learn', 2.2), (u'indeed', 1.72), (u'hit', 4.11), (u'ground', 4.77), (u'end', 3.14), (u'runway', 4.6), (u'fall', 4.04), (u'hard', 3.76), (u'enough', 1.33), (u'shake', 4.07), (u'loose', 3.18), (u'three', 3.62), (u'bomb', 4.84), (u'crash', 3.79), (u'bomb', 4.84), (u'bay', 4.81), (u'door', 4.81), (u'skid', 4.07), (u'along', 2.14), (u'ground', 4.77), (u'underneath', 3.71), (u'us', 3.59), (u'without', 2.15), (u'explode', 4.1)]","[u'later', u'learn', u'indeed', u'hit', u'ground', u'end', u'runway', u'fall', u'hard', u'enough', u'shake', u'loose', u'three', u'bomb', u'crash', u'bomb', u'bay', u'door', u'skid', u'along', u'ground', u'underneath', u'us', u'without', u'explode']"
111,It was the second miracle.,2.63,2.63,0.9475230867899735,2 out of 2,"[(u'second', 3.3), (u'miracle', 1.96)]","[u'second', u'miracle']"
112,Again whiteness.,3.69,3.69,N/A,1 out of 1,"[(u'whiteness', 3.69)]",[u'whiteness']
113,"Scotty struggled to keep us climbing straight and level, only the instruments in front of him to help him.",2.86,3.231111111111111,0.7086156300217424,9 out of 10,"[(u'struggle', 2.79), (u'keep', 2.37), (u'us', 3.59), (u'climb', 4.11), (u'straight', 2.76), (u'level', 2.86), (u'instrument', 4.27), (u'front', 3.77), (u'help', 2.56)]","[u'scotty', u'struggle', u'keep', u'us', u'climb', u'straight', u'level', u'instrument', u'front', u'help']"
114,"Truly, it was flying blind.",4.03,3.4299999999999997,1.5969032531747187,3 out of 3,"[(u'truly', 1.62), (u'fly', 4.64), (u'blind', 4.03)]","[u'truly', u'fly', u'blind']"
115,"Suddenly, a black wall loomed up in front of us - trees.",3.77,3.902857142857143,1.069870931245358,7 out of 7,"[(u'suddenly', 1.84), (u'black', 3.76), (u'wall', 4.86), (u'loom', 4.5), (u'front', 3.77), (u'us', 3.59), (u'tree', 5.0)]","[u'suddenly', u'black', u'wall', u'loom', u'front', u'us', u'tree']"
116,"The trees got blacker, higher, closer, like some great dark hand reaching out to enclose us.",2.98,3.1966666666666668,1.0813992058551931,12 out of 12,"[(u'tree', 5.0), (u'get', 2.38), (u'blacker', 2.09), (u'higher', 2.93), (u'closer', 3.0), (u'like', 1.89), (u'great', 1.81), (u'dark', 4.29), (u'hand', 4.72), (u'reach', 3.7), (u'enclose', 2.96), (u'us', 3.59)]","[u'tree', u'get', u'blacker', u'higher', u'closer', u'like', u'great', u'dark', u'hand', u'reach', u'enclose', u'us']"
117,We smashed right into the blackness.,3.54,3.6,0.16822603841260717,3 out of 3,"[(u'smash', 3.79), (u'right', 3.47), (u'blackness', 3.54)]","[u'smash', u'right', u'blackness']"
118,"A scrape, a lurch, and amazingly we were out on the other side.",3.545,3.205,1.1256553646654026,4 out of 4,"[(u'scrape', 4.15), (u'lurch', 3.41), (u'amazingly', 1.58), (u'side', 3.68)]","[u'scrape', u'lurch', u'amazingly', u'side']"
119,"Again vibration, but we were still flying.",3.61,3.903333333333333,0.6423654204059658,3 out of 3,"[(u'vibration', 3.61), (u'still', 3.46), (u'fly', 4.64)]","[u'vibration', u'still', u'fly']"
120,A third miracle.,2.7,2.7,1.0465180361560904,2 out of 2,"[(u'third', 3.44), (u'miracle', 1.96)]","[u'third', u'miracle']"
121,"I hardly dared even look at Scotty, afraid to break his tense concentration on the dashboard instruments that were helping to keep us alive in this whiteness.",2.79,2.982666666666667,0.8421864967084756,15 out of 16,"[(u'hardly', 1.62), (u'dare', 2.28), (u'even', 2.79), (u'look', 2.96), (u'afraid', 2.7), (u'break', 3.71), (u'tense', 2.35), (u'concentration', 2.1), (u'dashboard', 4.61), (u'instrument', 4.27), (u'help', 2.56), (u'keep', 2.37), (u'us', 3.59), (u'alive', 3.14), (u'whiteness', 3.69)]","[u'hardly', u'dare', u'even', u'look', u'scotty', u'afraid', u'break', u'tense', u'concentration', u'dashboard', u'instrument', u'help', u'keep', u'us', u'alive', u'whiteness']"
122,The worst was yet to come.,1.54,1.8833333333333335,0.728445834179408,3 out of 3,"[(u'worst', 1.54), (u'yet', 1.39), (u'come', 2.72)]","[u'worst', u'yet', u'come']"
123,The human senses are easily fooled.,3.19,3.3066666666666666,1.5682580569961477,3 out of 4,"[(u'human', 4.93), (u'easily', 1.8), (u'fool', 3.19)]","[u'human', u'sens', u'easily', u'fool']"
124,It takes steely nerves to trust an inanimate instrument with your life when your body tells you that your plane is doing something that the instrument denies.,3.06,3.2715384615384617,1.0561237786819477,13 out of 13,"[(u'take', 3.06), (u'steely', 2.44), (u'nerve', 3.89), (u'trust', 2.04), (u'inanimate', 3.24), (u'instrument', 4.27), (u'life', 2.69), (u'body', 4.79), (u'tell', 2.9), (u'plane', 4.92), (u'something', 1.82), (u'instrument', 4.27), (u'deny', 2.2)]","[u'take', u'steely', u'nerve', u'trust', u'inanimate', u'instrument', u'life', u'body', u'tell', u'plane', u'something', u'instrument', u'deny']"
125,"You can be ""sure"" that you are going left when your instruments say that you are going straight ahead.",3.075,3.0425,0.7540699096048247,8 out of 8,"[(u'sure', 1.73), (u'go', 3.15), (u'left', 3.7), (u'instrument', 4.27), (u'say', 2.58), (u'go', 3.15), (u'straight', 2.76), (u'ahead', 3.0)]","[u'sure', u'go', u'left', u'instrument', u'say', u'go', u'straight', u'ahead']"
126,"We had just taken off at an impossible low speed, had hit the ground again, and had plowed through trees into opaque whiteness.",3.6550000000000002,3.7329999999999997,0.9593637938180117,10 out of 10,"[(u'take', 3.06), (u'impossible', 1.66), (u'low', 3.34), (u'speed', 3.62), (u'hit', 4.11), (u'ground', 4.77), (u'plow', 4.46), (u'tree', 5.0), (u'opaque', 3.62), (u'whiteness', 3.69)]","[u'take', u'impossible', u'low', u'speed', u'hit', u'ground', u'plow', u'tree', u'opaque', u'whiteness']"
127,"In all that turmoil, could Scotty continue to fly blind?",2.36,2.896,1.3832678699369836,5 out of 6,"[(u'turmoil', 2.11), (u'could', 1.34), (u'continue', 2.36), (u'fly', 4.64), (u'blind', 4.03)]","[u'turmoil', u'could', u'scotty', u'continue', u'fly', u'blind']"
128,Suddenly the fog lightened.,2.93,3.143333333333333,1.4220525072349943,3 out of 3,"[(u'suddenly', 1.84), (u'fog', 4.66), (u'lighten', 2.93)]","[u'suddenly', u'fog', u'lighten']"
129,Then it began to break up into patches alternating with sunshine.,3.71,3.522,1.0017834097248766,5 out of 5,"[(u'begin', 2.56), (u'break', 3.71), (u'patch', 4.7), (u'alternate', 2.43), (u'sunshine', 4.21)]","[u'begin', u'break', u'patch', u'alternate', u'sunshine']"
130,But the light showed us something even more heart-stopping than the trees we had crashed through.,3.79,3.595714285714286,1.0270971577356114,7 out of 7,"[(u'light', 4.21), (u'show', 3.97), (u'us', 3.59), (u'something', 1.82), (u'even', 2.79), (u'tree', 5.0), (u'crash', 3.79)]","[u'light', u'show', u'us', u'something', u'even', u'tree', u'crash']"
131,"We saw that we were now flying on our side, one wing pointing straight up to the sky and the other toward the ground beneath the fog.",4.21,3.919166666666667,0.867435701922452,12 out of 12,"[(u'saw', 4.46), (u'fly', 4.64), (u'side', 3.68), (u'one', 3.97), (u'wing', 4.86), (u'point', 3.39), (u'straight', 2.76), (u'sky', 4.45), (u'toward', 2.28), (u'ground', 4.77), (u'beneath', 3.11), (u'fog', 4.66)]","[u'saw', u'fly', u'side', u'one', u'wing', u'point', u'straight', u'sky', u'toward', u'ground', u'beneath', u'fog']"
132,We were slowly rolling over on our back at 120 miles an hour.,3.63,3.664,0.5759600680602779,5 out of 5,"[(u'slowly', 3.1), (u'roll', 4.16), (u'back', 4.33), (u'mile', 3.63), (u'hour', 3.1)]","[u'slowly', u'roll', u'back', u'mile', u'hour']"
133,"In another 20 seconds we would dive into the earth, upside down.",2.995,3.0933333333333333,1.2738550414653413,6 out of 6,"[(u'another', 2.69), (u'second', 3.3), (u'would', 1.12), (u'dive', 4.03), (u'earth', 4.8), (u'upside', 2.62)]","[u'another', u'second', u'would', u'dive', u'earth', u'upside']"
134,"Perhaps only a pilot could appreciate the panic of breaking out of a solid cloud, where the eye sees no apparent movement, into racing cloud tufts where the world is turning upside down.",3.61,3.3894444444444445,1.1598908276325595,18 out of 18,"[(u'perhaps', 1.19), (u'pilot', 4.67), (u'could', 1.34), (u'appreciate', 2.23), (u'panic', 3.04), (u'break', 3.71), (u'solid', 4.42), (u'cloud', 4.54), (u'eye', 4.9), (u'see', 3.21), (u'apparent', 1.73), (u'movement', 3.63), (u'race', 3.59), (u'cloud', 4.54), (u'tuft', 3.85), (u'world', 4.36), (u'turn', 3.44), (u'upside', 2.62)]","[u'perhaps', u'pilot', u'could', u'appreciate', u'panic', u'break', u'solid', u'cloud', u'eye', u'see', u'apparent', u'movement', u'race', u'cloud', u'tuft', u'world', u'turn', u'upside']"
135,"Everything is reversed: To pull the wheel back is to go down, to push it forward is to go up.",3.38,3.5566666666666666,0.8396130060926881,9 out of 9,"[(u'everything', 2.3), (u'reverse', 3.38), (u'pull', 3.97), (u'wheel', 4.86), (u'back', 4.33), (u'go', 3.15), (u'push', 4.21), (u'forward', 2.66), (u'go', 3.15)]","[u'everything', u'reverse', u'pull', u'wheel', u'back', u'go', u'push', u'forward', u'go']"
136,"Left is right, right is left.",3.47,3.2925,0.5197675762620573,4 out of 4,"[(u'left', 3.7), (u'right', 3.47), (u'right', 3.47), (u'leave', 2.53)]","[u'left', u'right', u'right', u'leave']"
137,Scotty grappled with the controls for age-long seconds while we gradually righted ourselves.,2.87,2.886,0.5973524922522715,5 out of 6,"[(u'grapple', 2.86), (u'control', 1.93), (u'second', 3.3), (u'gradually', 2.87), (u'right', 3.47)]","[u'scotty', u'grapple', u'control', u'second', u'gradually', u'right']"
138,"Had the fog been only 100 feet deeper, two seconds deeper, we never could have recovered.",3.3,3.23,1.4347473645210156,7 out of 9,"[(u'fog', 4.66), (u'foot', 4.9), (u'two', 4.18), (u'second', 3.3), (u'never', 1.59), (u'could', 1.34), (u'recover', 2.64)]","[u'fog', u'foot', u'deeper', u'two', u'second', u'deeper', u'never', u'could', u'recover']"
139,A fourth miracle.,2.675,2.675,1.011162697096763,2 out of 2,"[(u'fourth', 3.39), (u'miracle', 1.96)]","[u'fourth', u'miracle']"
140,All of this had happened in less than a minute - enough terror for an ordinary month of flying.,2.6,2.7475,1.179609499549987,8 out of 8,"[(u'happen', 1.78), (u'less', 2.77), (u'minute', 3.04), (u'enough', 1.33), (u'terror', 2.43), (u'ordinary', 1.79), (u'month', 4.2), (u'fly', 4.64)]","[u'happen', u'less', u'minute', u'enough', u'terror', u'ordinary', u'month', u'fly']"
141,Scotty and I just looked at each other; there was little to say.,2.96,3.0700000000000003,0.5532630477449221,3 out of 4,"[(u'look', 2.96), (u'little', 3.67), (u'say', 2.58)]","[u'scotty', u'look', u'little', u'say']"
142,"Now we could think of our mission, so we continued the long climb up to our rendezvous point at 24,000 feet.",2.9,3.037777777777778,1.0367952760523385,9 out of 9,"[(u'could', 1.34), (u'think', 2.41), (u'mission', 2.9), (u'continue', 2.36), (u'long', 3.18), (u'climb', 4.11), (u'rendezvous', 2.75), (u'point', 3.39), (u'foot', 4.9)]","[u'could', u'think', u'mission', u'continue', u'long', u'climb', u'rendezvous', u'point', u'foot']"
143,"One of the gunners called on the intercom, asking us to look back.",3.9850000000000003,3.79875,0.7365253850731438,8 out of 8,"[(u'one', 3.97), (u'gunner', 4.35), (u'call', 4.0), (u'intercom', 4.67), (u'ask', 2.52), (u'us', 3.59), (u'look', 2.96), (u'back', 4.33)]","[u'one', u'gunner', u'call', u'intercom', u'ask', u'us', u'look', u'back']"
144,"We saw a pair of thousand-foot plumes of black smoke, coming out of the fog close together, back where we had just been.",3.94,3.871,0.778123811913417,10 out of 10,"[(u'saw', 4.46), (u'pair', 3.88), (u'plume', 4.0), (u'black', 3.76), (u'smoke', 4.96), (u'come', 2.72), (u'fog', 4.66), (u'close', 3.2), (u'together', 2.74), (u'back', 4.33)]","[u'saw', u'pair', u'plume', u'black', u'smoke', u'come', u'fog', u'close', u'together', u'back']"
