Sentence ID,Sentence,Conc.MEDIAN,Conc.MEAN,Conc.SD,# Words Found,Found Words,All Words
145,Later we were to learn that the smoke was from the two lead planes we had followed onto the runway just a minute before; both had crashed off the end of the runway in that fog.,3.945,3.6935714285714285,1.0508575775773081,14 out of 14,"[(u'later', 1.8), (u'learn', 2.2), (u'smoke', 4.96), (u'two', 4.18), (u'lead', 4.1), (u'plane', 4.92), (u'follow', 3.26), (u'onto', 2.46), (u'runway', 4.6), (u'minute', 3.04), (u'crash', 3.79), (u'end', 3.14), (u'runway', 4.6), (u'fog', 4.66)]","[u'later', u'learn', u'smoke', u'two', u'lead', u'plane', u'follow', u'onto', u'runway', u'minute', u'crash', u'end', u'runway', u'fog']"
146,'Return to base'.,3.415,3.415,0.6293250352560271,2 out of 2,"[(u'return', 2.97), (u'base', 3.86)]","[u'return', u'base']"
147,We climbed through the sparkling winter sunshine toward the little specks we knew would be the command ships for the mission.,3.49,3.2441666666666666,1.1652347272961656,12 out of 12,"[(u'climb', 4.11), (u'sparkling', 3.31), (u'winter', 3.84), (u'sunshine', 4.21), (u'toward', 2.28), (u'little', 3.67), (u'speck', 4.46), (u'know', 1.68), (u'would', 1.12), (u'command', 2.48), (u'ship', 4.87), (u'mission', 2.9)]","[u'climb', u'sparkling', u'winter', u'sunshine', u'toward', u'little', u'speck', u'know', u'would', u'command', u'ship', u'mission']"
148,We were determined to go on.,2.6399999999999997,2.6399999999999997,0.7212489168102785,2 out of 2,"[(u'determine', 2.13), (u'go', 3.15)]","[u'determine', u'go']"
149,The plane seemed to be all right despite what had happened.,1.78,2.65,1.5111750394974104,5 out of 5,"[(u'plane', 4.92), (u'seem', 1.75), (u'right', 3.47), (u'despite', 1.33), (u'happen', 1.78)]","[u'plane', u'seem', u'right', u'despite', u'happen']"
150,"But as soon as we approached the leader the radio came alive: ""Do you know your bomb bay doors are blown off?",3.74,3.536363636363636,1.2046847946850887,11 out of 11,"[(u'soon', 1.79), (u'approach', 2.74), (u'leader', 3.89), (u'radio', 4.74), (u'come', 2.72), (u'alive', 3.14), (u'know', 1.68), (u'bomb', 4.84), (u'bay', 4.81), (u'door', 4.81), (u'blow', 3.74)]","[u'soon', u'approach', u'leader', u'radio', u'come', u'alive', u'know', u'bomb', u'bay', u'door', u'blow']"
151,"Return to base"".",3.415,3.415,0.6293250352560271,2 out of 2,"[(u'return', 2.97), (u'base', 3.86)]","[u'return', u'base']"
152,"Astonished, we sent our chief engineer, Charles Cox, to look at the doors.",3.61,3.5866666666666664,1.1227050666433578,6 out of 8,"[(u'astonished', 2.15), (u'send', 2.7), (u'chief', 4.26), (u'engineer', 4.64), (u'look', 2.96), (u'door', 4.81)]","[u'astonished', u'send', u'chief', u'engineer', u'charles', u'cox', u'look', u'door']"
153,"They were indeed gone, with a piece of torn aluminum flapping loose on one side.",3.97,3.7133333333333334,0.9410233790932082,9 out of 9,"[(u'indeed', 1.72), (u'go', 3.15), (u'piece', 4.14), (u'tear', 4.56), (u'aluminum', 4.88), (u'flap', 4.14), (u'loose', 3.18), (u'one', 3.97), (u'side', 3.68)]","[u'indeed', u'go', u'piece', u'tear', u'aluminum', u'flap', u'loose', u'one', u'side']"
154,"Three bombs had bounced off their shackles and disappeared, taking the bomb bay doors with them.",4.34,4.115555555555556,0.7957718126308431,9 out of 9,"[(u'three', 3.62), (u'bomb', 4.84), (u'bounce', 3.86), (u'shackle', 4.34), (u'disappear', 2.86), (u'take', 3.06), (u'bomb', 4.84), (u'bay', 4.81), (u'door', 4.81)]","[u'three', u'bomb', u'bounce', u'shackle', u'disappear', u'take', u'bomb', u'bay', u'door']"
155,"Reluctantly, then, we turned back.",3.44,3.27,1.154426264427486,3 out of 3,"[(u'reluctantly', 2.04), (u'turn', 3.44), (u'back', 4.33)]","[u'reluctantly', u'turn', u'back']"
156,"We knew that our own base at Rackheath was too foggy for a landing, so we headed for another airfield near Norwich at Horsham Saint Faith after dropping the rest of the bombs into the shallow waters of a North Sea inlet called The Wash.",3.935,3.7555,0.9782125213071571,20 out of 23,"[(u'know', 1.68), (u'base', 3.86), (u'foggy', 3.8), (u'landing', 3.87), (u'head', 4.75), (u'another', 2.69), (u'airfield', 4.7), (u'near', 2.79), (u'saint', 3.45), (u'faith', 1.63), (u'drop', 4.21), (u'rest', 3.03), (u'bomb', 4.84), (u'shallow', 3.45), (u'water', 5.0), (u'north', 4.14), (u'sea', 4.79), (u'inlet', 4.08), (u'call', 4.0), (u'wash', 4.35)]","[u'know', u'base', u'rackheath', u'foggy', u'landing', u'head', u'another', u'airfield', u'near', u'norwich', u'horsham', u'saint', u'faith', u'drop', u'rest', u'bomb', u'shallow', u'water', u'north', u'sea', u'inlet', u'call', u'wash']"
157,"It had been an exciting morning, but now it was over.",2.7,2.7,1.0465180361560904,2 out of 2,"[(u'exciting', 1.96), (u'morning', 3.44)]","[u'exciting', u'morning']"
158,We were wrong.,1.83,1.83,N/A,1 out of 1,"[(u'wrong', 1.83)]",[u'wrong']
159,"We made a normal landing approach to the Horsham airfield, which was empty of aircraft.",3.43,3.315714285714286,1.1424076497009454,7 out of 8,"[(u'make', 2.67), (u'normal', 1.4), (u'landing', 3.87), (u'approach', 2.74), (u'airfield', 4.7), (u'empty', 3.43), (u'aircraft', 4.4)]","[u'make', u'normal', u'landing', u'approach', u'horsham', u'airfield', u'empty', u'aircraft']"
160,"Even though it was only a few miles from Rackheath, it had not suffered the dense fog that we had, and its planes had made it off safely.",2.79,3.062222222222222,1.186800086132641,9 out of 10,"[(u'even', 2.79), (u'though', 1.2), (u'mile', 3.63), (u'suffer', 2.28), (u'dense', 3.14), (u'fog', 4.66), (u'plane', 4.92), (u'make', 2.67), (u'safely', 2.27)]","[u'even', u'though', u'mile', u'rackheath', u'suffer', u'dense', u'fog', u'plane', u'make', u'safely']"
161,"We touched down normally on the two main wheels under the wings, nose high, with the nose wheel 10 feet off the ground as we slowed down.",4.77,4.0807692307692305,1.049606763971326,13 out of 13,"[(u'touch', 3.86), (u'normally', 1.83), (u'two', 4.18), (u'main', 2.41), (u'wheel', 4.86), (u'wing', 4.86), (u'nose', 4.89), (u'high', 3.46), (u'nose', 4.89), (u'wheel', 4.86), (u'foot', 4.9), (u'ground', 4.77), (u'slow', 3.28)]","[u'touch', u'normally', u'two', u'main', u'wheel', u'wing', u'nose', u'high', u'nose', u'wheel', u'foot', u'ground', u'slow']"
162,"As the speed dropped, the nose wheel gradually came down until it too was rolling on concrete.",4.1850000000000005,3.99,0.8458638863822678,8 out of 8,"[(u'speed', 3.62), (u'drop', 4.21), (u'nose', 4.89), (u'wheel', 4.86), (u'gradually', 2.87), (u'come', 2.72), (u'roll', 4.16), (u'concrete', 4.59)]","[u'speed', u'drop', u'nose', u'wheel', u'gradually', u'come', u'roll', u'concrete']"
163,By this time we were slowing down from about 75 miles an hour.,3.19,3.27,0.2572936066053721,4 out of 4,"[(u'time', 3.07), (u'slow', 3.28), (u'mile', 3.63), (u'hour', 3.1)]","[u'time', u'slow', u'mile', u'hour']"
164,Then catastrophe struck.,3.515,3.515,0.7848885271170679,2 out of 2,"[(u'catastrophe', 2.96), (u'strike', 4.07)]","[u'catastrophe', u'strike']"
165,"As soon as the nose wheel came down and the fuselage was traveling parallel to the ground, the whole left landing gear broke off, the 10-foot strut supporting the huge wheels rolling upright backward to smash into the horizontal stabilizer in the tail section of the plane.",3.705,3.8246153846153845,0.805591612514583,26 out of 26,"[(u'soon', 1.79), (u'nose', 4.89), (u'wheel', 4.86), (u'come', 2.72), (u'fuselage', 4.79), (u'travel', 3.67), (u'parallel', 3.16), (u'ground', 4.77), (u'whole', 3.25), (u'left', 3.7), (u'landing', 3.87), (u'gear', 4.28), (u'break', 3.71), (u'strut', 3.97), (u'support', 2.83), (u'huge', 3.54), (u'wheel', 4.86), (u'roll', 4.16), (u'upright', 3.59), (u'backward', 3.41), (u'smash', 3.79), (u'horizontal', 3.46), (u'stabilizer', 3.25), (u'tail', 4.96), (u'section', 3.24), (u'plane', 4.92)]","[u'soon', u'nose', u'wheel', u'come', u'fuselage', u'travel', u'parallel', u'ground', u'whole', u'left', u'landing', u'gear', u'break', u'strut', u'support', u'huge', u'wheel', u'roll', u'upright', u'backward', u'smash', u'horizontal', u'stabilizer', u'tail', u'section', u'plane']"
166,"The left wing dropped screeching onto the concrete, and the plane lurched into an uncontrollable leftward swing off the runway.",3.99,3.8249999999999997,0.9681237712005818,12 out of 12,"[(u'left', 3.7), (u'wing', 4.86), (u'drop', 4.21), (u'screech', 3.77), (u'onto', 2.46), (u'concrete', 4.59), (u'plane', 4.92), (u'lurch', 3.41), (u'uncontrollable', 2.11), (u'leftward', 2.73), (u'swing', 4.54), (u'runway', 4.6)]","[u'left', u'wing', u'drop', u'screech', u'onto', u'concrete', u'plane', u'lurch', u'uncontrollable', u'leftward', u'swing', u'runway']"
167,"Again, it all seemed to be in slow motion.",3.28,2.9433333333333334,1.065660984240923,3 out of 3,"[(u'seem', 1.75), (u'slow', 3.28), (u'motion', 3.8)]","[u'seem', u'slow', u'motion']"
168,I can still see the faces of a group of British laborers working with burning tar as our 30-ton juggernaut suddenly came crunching down on them.,3.4699999999999998,3.5691666666666664,0.9096698535316219,12 out of 13,"[(u'still', 3.46), (u'see', 3.21), (u'face', 4.87), (u'group', 4.12), (u'laborer', 4.28), (u'work', 3.48), (u'burn', 4.11), (u'tar', 4.78), (u'juggernaut', 2.6), (u'suddenly', 1.84), (u'come', 2.72), (u'crunch', 3.36)]","[u'still', u'see', u'face', u'group', u'british', u'laborer', u'work', u'burn', u'tar', u'juggernaut', u'suddenly', u'come', u'crunch']"
169,"One froze, then threw his shovel over his left shoulder and ran.",4.04,4.268571428571429,0.4985120717839093,7 out of 7,"[(u'one', 3.97), (u'freeze', 3.96), (u'throw', 4.04), (u'shovel', 4.97), (u'left', 3.7), (u'shoulder', 4.93), (u'run', 4.31)]","[u'one', u'freeze', u'throw', u'shovel', u'left', u'shoulder', u'run']"
170,"We bore down on the burning tar, little flames licking all over it.",4.185,4.075,0.708088977459754,6 out of 6,"[(u'bore', 2.96), (u'burning', 3.85), (u'tar', 4.78), (u'little', 3.67), (u'flame', 4.67), (u'lick', 4.52)]","[u'bore', u'burning', u'tar', u'little', u'flame', u'lick']"
171,There was nothing we could do.,1.775,1.775,0.6151828996322963,2 out of 2,"[(u'nothing', 2.21), (u'could', 1.34)]","[u'nothing', u'could']"
172,"I remember feeling disappointed, thinking that it was ridiculous that we should explode in a field of ordinary tar after everything else we had survived that morning.",2.41,2.696923076923077,1.082746389321961,13 out of 13,"[(u'remember', 2.41), (u'feeling', 1.68), (u'disappointed', 1.92), (u'think', 2.41), (u'ridiculous', 1.79), (u'explode', 4.1), (u'field', 4.26), (u'ordinary', 1.79), (u'tar', 4.78), (u'everything', 2.3), (u'else', 1.63), (u'survive', 2.55), (u'morning', 3.44)]","[u'remember', u'feeling', u'disappointed', u'think', u'ridiculous', u'explode', u'field', u'ordinary', u'tar', u'everything', u'else', u'survive', u'morning']"
173,I think I closed my eyes.,3.2,3.503333333333334,1.2724124069394065,3 out of 3,"[(u'think', 2.41), (u'close', 3.2), (u'eye', 4.9)]","[u'think', u'close', u'eye']"
174,Another miracle.,2.325,2.325,0.5161879502661797,2 out of 2,"[(u'another', 2.69), (u'miracle', 1.96)]","[u'another', u'miracle']"
175,But the screeching stopped.,3.725,3.725,0.06363961030678918,2 out of 2,"[(u'screech', 3.77), (u'stop', 3.68)]","[u'screech', u'stop']"
176,"We had not exploded, apparently because our crunching juggernaut snuffed out the flames.",4.02,3.526666666666667,1.1080373038244997,6 out of 6,"[(u'explode', 4.1), (u'apparently', 1.75), (u'crunching', 4.0), (u'juggernaut', 2.6), (u'snuff', 4.04), (u'flame', 4.67)]","[u'explode', u'apparently', u'crunching', u'juggernaut', u'snuff', u'flame']"
177,We came to rest with one wing on the ground and the other in the air.,4.04,3.91,0.8804771433717061,6 out of 6,"[(u'come', 2.72), (u'rest', 3.03), (u'one', 3.97), (u'wing', 4.86), (u'ground', 4.77), (u'air', 4.11)]","[u'come', u'rest', u'one', u'wing', u'ground', u'air']"
178,"We scrambled to get out, not knowing whether the gas tanks had ruptured and were about to blow.",3.505,3.1862500000000002,1.1877462150765086,8 out of 8,"[(u'scramble', 3.31), (u'get', 2.38), (u'know', 1.68), (u'whether', 1.59), (u'gas', 4.29), (u'tank', 4.8), (u'rupture', 3.7), (u'blow', 3.74)]","[u'scramble', u'get', u'know', u'whether', u'gas', u'tank', u'rupture', u'blow']"
179,"The B-24 has a small circular escape hatch over the cockpit area, and Scotty, Chuck Cox and I got through that little hole in seconds and ran down the sloping left wing to get away from the plane in case it did burn or explode.",3.79,3.701904761904762,0.8152338256452504,21 out of 23,"[(u'small', 3.22), (u'circular', 3.79), (u'escape', 3.34), (u'hatch', 4.46), (u'cockpit', 4.27), (u'area', 3.72), (u'chuck', 3.82), (u'get', 2.38), (u'little', 3.67), (u'hole', 4.81), (u'second', 3.3), (u'run', 4.31), (u'sloping', 3.59), (u'leave', 2.53), (u'wing', 4.86), (u'get', 2.38), (u'away', 2.23), (u'plane', 4.92), (u'case', 3.93), (u'burn', 4.11), (u'explode', 4.1)]","[u'small', u'circular', u'escape', u'hatch', u'cockpit', u'area', u'scotty', u'chuck', u'cox', u'get', u'little', u'hole', u'second', u'run', u'sloping', u'leave', u'wing', u'get', u'away', u'plane', u'case', u'burn', u'explode']"
180,"The navigator, bombardier and gunners all got safely out through other exits.",3.855,3.44,0.884217167894856,6 out of 6,"[(u'navigator', 3.9), (u'bombardier', 3.81), (u'gunner', 4.35), (u'get', 2.38), (u'safely', 2.27), (u'exit', 3.93)]","[u'navigator', u'bombardier', u'gunner', u'get', u'safely', u'exit']"
181,Number 10607 did not burn.,3.705,3.705,0.5727564927611039,2 out of 2,"[(u'number', 3.3), (u'burn', 4.11)]","[u'number', u'burn']"
182,Adrenaline makes a difference.,2.67,2.6199999999999997,0.4471017781221632,3 out of 3,"[(u'adrenaline', 3.04), (u'make', 2.67), (u'difference', 2.15)]","[u'adrenaline', u'make', u'difference']"
183,"We had fled through that escape hatch encumbered with all sorts of light gear like oxygen hoses, electric wires and even earphones in my case.",3.67,3.6873333333333336,0.9457987302250084,15 out of 15,"[(u'flee', 3.67), (u'escape', 3.34), (u'hatch', 4.46), (u'encumber', 1.85), (u'sort', 3.34), (u'light', 4.21), (u'gear', 4.28), (u'like', 1.89), (u'oxygen', 3.66), (u'hose', 4.87), (u'electric', 3.56), (u'wire', 4.72), (u'even', 2.79), (u'earphone', 4.74), (u'case', 3.93)]","[u'flee', u'escape', u'hatch', u'encumber', u'sort', u'light', u'gear', u'like', u'oxygen', u'hose', u'electric', u'wire', u'even', u'earphone', u'case']"
184,"When it was clear later to go back in to get our personal effects, I could not get out of the hatch by myself even though I had stripped off all the unnecessary gear.",2.38,2.7319999999999998,1.1255233703228278,15 out of 15,"[(u'clear', 3.55), (u'later', 1.8), (u'go', 3.15), (u'back', 4.33), (u'get', 2.38), (u'personal', 2.21), (u'effect', 1.8), (u'could', 1.34), (u'get', 2.38), (u'hatch', 4.46), (u'even', 2.79), (u'though', 1.2), (u'strip', 3.75), (u'unnecessary', 1.56), (u'gear', 4.28)]","[u'clear', u'later', u'go', u'back', u'get', u'personal', u'effect', u'could', u'get', u'hatch', u'even', u'though', u'strip', u'unnecessary', u'gear']"
185,The 10 of us gathered to look at Number 10607.,3.13,3.15,0.3706750598570127,4 out of 4,"[(u'us', 3.59), (u'gather', 2.75), (u'look', 2.96), (u'number', 3.3)]","[u'us', u'gather', u'look', u'number']"
186,The two propellers on the ground were bent like pretzels.,4.46,4.016666666666667,1.1469728273445134,6 out of 6,"[(u'two', 4.18), (u'propeller', 4.9), (u'ground', 4.77), (u'bent', 3.62), (u'like', 1.89), (u'pretzel', 4.74)]","[u'two', u'propeller', u'ground', u'bent', u'like', u'pretzel']"
187,There was a huge gash in the left stabilizer where the landing gear strut had crashed through it.,3.83,3.84875,0.37292042429604577,8 out of 8,"[(u'huge', 3.54), (u'gash', 4.39), (u'left', 3.7), (u'stabilizer', 3.25), (u'landing', 3.87), (u'gear', 4.28), (u'strut', 3.97), (u'crash', 3.79)]","[u'huge', u'gash', u'left', u'stabilizer', u'landing', u'gear', u'strut', u'crash']"
188,And then we saw for the first time the bits of tree branches embedded in the fronts of both wings.,3.77,3.8855555555555554,0.927767631348377,9 out of 9,"[(u'saw', 4.46), (u'first', 2.76), (u'time', 3.07), (u'bit', 3.27), (u'tree', 5.0), (u'branch', 4.9), (u'embed', 2.88), (u'front', 3.77), (u'wing', 4.86)]","[u'saw', u'first', u'time', u'bit', u'tree', u'branch', u'embed', u'front', u'wing']"
189,"We were a silent group; again, there was not much to say.",3.125,3.015,1.094668899713516,4 out of 4,"[(u'silent', 3.67), (u'group', 4.12), (u'much', 1.69), (u'say', 2.58)]","[u'silent', u'group', u'much', u'say']"
190,"We had taken off below take-off speed, we had survived a crashing bounce back to earth, we had smashed through trees, we had nearly rolled over on our back, and then we had survived a crash landing through fire.",3.825,3.754375,0.8654245104764097,16 out of 16,"[(u'take', 3.06), (u'speed', 3.62), (u'survive', 2.55), (u'crash', 3.79), (u'bounce', 3.86), (u'back', 4.33), (u'earth', 4.8), (u'smash', 3.79), (u'tree', 5.0), (u'nearly', 1.89), (u'roll', 4.16), (u'back', 4.33), (u'survive', 2.55), (u'crash', 3.79), (u'landing', 3.87), (u'fire', 4.68)]","[u'take', u'speed', u'survive', u'crash', u'bounce', u'back', u'earth', u'smash', u'tree', u'nearly', u'roll', u'back', u'survive', u'crash', u'landing', u'fire']"
191,We could have died five times.,3.07,2.8375,1.067188674352697,4 out of 4,"[(u'could', 1.34), (u'die', 3.07), (u'five', 3.87), (u'time', 3.07)]","[u'could', u'die', u'five', u'time']"
192,It was truly a day of five miracles.,2.915,2.8425000000000002,1.223393504423931,4 out of 4,"[(u'truly', 1.62), (u'day', 3.92), (u'five', 3.87), (u'miracle', 1.96)]","[u'truly', u'day', u'five', u'miracle']"
193,I remember thinking that after all that I would never be afraid again.,2.41,2.0460000000000003,0.6629705875828882,5 out of 5,"[(u'remember', 2.41), (u'think', 2.41), (u'would', 1.12), (u'never', 1.59), (u'afraid', 2.7)]","[u'remember', u'think', u'would', u'never', u'afraid']"
194,Back to life.,3.51,3.51,1.159655121145938,2 out of 2,"[(u'back', 4.33), (u'life', 2.69)]","[u'back', u'life']"
195,Abruptly I was thrown on my right side.,3.575,3.3875,0.7243100164984605,4 out of 4,"[(u'abruptly', 2.36), (u'throw', 4.04), (u'right', 3.47), (u'side', 3.68)]","[u'abruptly', u'throw', u'right', u'side']"
196,A loud clanging of pipes filled my right ear.,3.73,4.08,0.7997812200845928,5 out of 6,"[(u'loud', 3.73), (u'pipe', 4.88), (u'fill', 3.32), (u'right', 3.47), (u'ear', 5.0)]","[u'loud', u'clanging', u'pipe', u'fill', u'right', u'ear']"
197,I dropped lengthwise on something hard.,3.415,3.215,1.0414893182361498,4 out of 4,"[(u'drop', 4.21), (u'lengthwise', 3.07), (u'something', 1.82), (u'hard', 3.76)]","[u'drop', u'lengthwise', u'something', u'hard']"
198,A babble of voices.,3.7199999999999998,3.7199999999999998,0.5798275605729688,2 out of 2,"[(u'babble', 3.31), (u'voice', 4.13)]","[u'babble', u'voice']"
199,Bright lights.,4.0649999999999995,4.0649999999999995,0.2050609665440988,2 out of 2,"[(u'bright', 3.92), (u'light', 4.21)]","[u'bright', u'light']"
200,"I tried to open my eyes, but only the right one would work at all.",3.47,3.1957142857142857,1.2193558018185553,7 out of 7,"[(u'try', 2.22), (u'open', 3.21), (u'eye', 4.9), (u'right', 3.47), (u'one', 3.97), (u'would', 1.12), (u'work', 3.48)]","[u'try', u'open', u'eye', u'right', u'one', u'would', u'work']"
201,"I could see a hospital room wall, nurses passing back and forth.",4.33,3.6277777777777778,1.2637026724844909,9 out of 9,"[(u'could', 1.34), (u'see', 3.21), (u'hospital', 4.64), (u'room', 4.79), (u'wall', 4.86), (u'nurse', 4.39), (u'pass', 2.71), (u'back', 4.33), (u'forth', 2.38)]","[u'could', u'see', u'hospital', u'room', u'wall', u'nurse', u'pass', u'back', u'forth']"
202,"I could only see straight ahead, so the nurses were just moving torsos, no feet or heads within my range of vision.",3.2350000000000003,3.4875000000000003,1.0556353106498992,12 out of 12,"[(u'could', 1.34), (u'see', 3.21), (u'straight', 2.76), (u'ahead', 3.0), (u'nurse', 4.39), (u'move', 3.25), (u'torso', 4.83), (u'foot', 4.9), (u'head', 4.75), (u'within', 2.81), (u'range', 3.22), (u'vision', 3.39)]","[u'could', u'see', u'straight', u'ahead', u'nurse', u'move', u'torso', u'foot', u'head', u'within', u'range', u'vision']"
203,My head felt as big as a balloon.,4.205,4.0925,0.8966372361960735,4 out of 4,"[(u'head', 4.75), (u'felt', 3.04), (u'big', 3.66), (u'balloon', 4.92)]","[u'head', u'felt', u'big', u'balloon']"
204,"Dimly I sensed that there was a bulbous presence on the left side of my head, something light but bulky.",3.0,3.216666666666667,0.9334746916762126,9 out of 10,"[(u'dimly', 2.46), (u'sense', 2.61), (u'presence', 2.72), (u'left', 3.7), (u'side', 3.68), (u'head', 4.75), (u'something', 1.82), (u'light', 4.21), (u'bulky', 3.0)]","[u'dimly', u'sense', u'bulbous', u'presence', u'left', u'side', u'head', u'something', u'light', u'bulky']"
205,My left eye was covered.,4.23,4.276666666666667,0.6013595707505897,3 out of 3,"[(u'left', 3.7), (u'eye', 4.9), (u'cover', 4.23)]","[u'left', u'eye', u'cover']"
206,But my right eye saw clearly and sharply.,3.47,3.45,1.2505998560690788,5 out of 5,"[(u'right', 3.47), (u'eye', 4.9), (u'saw', 4.46), (u'clearly', 2.04), (u'sharply', 2.38)]","[u'right', u'eye', u'saw', u'clearly', u'sharply']"
207,"One of the torsos moved to the side, and I could see what looked like a 6-foot diameter clock: 10 minutes to 12.",3.25,3.3818181818181823,1.1093675511913819,11 out of 11,"[(u'one', 3.97), (u'torso', 4.83), (u'move', 3.25), (u'side', 3.68), (u'could', 1.34), (u'see', 3.21), (u'look', 2.96), (u'like', 1.89), (u'diameter', 4.03), (u'clock', 5.0), (u'minute', 3.04)]","[u'one', u'torso', u'move', u'side', u'could', u'see', u'look', u'like', u'diameter', u'clock', u'minute']"
208,"I was out, the operation was over.",3.44,3.44,N/A,1 out of 1,"[(u'operation', 3.44)]",[u'operation']
209,Four blank hours had passed since that hard black mask was pressed over my face in the operating room.,3.61,3.598333333333333,1.0132381334866525,12 out of 12,"[(u'four', 3.37), (u'blank', 3.12), (u'hour', 3.1), (u'pass', 2.71), (u'since', 1.38), (u'hard', 3.76), (u'black', 3.76), (u'mask', 4.96), (u'press', 3.9), (u'face', 4.87), (u'operating', 3.46), (u'room', 4.79)]","[u'four', u'blank', u'hour', u'pass', u'since', u'hard', u'black', u'mask', u'press', u'face', u'operating', u'room']"
210,I remember being surprised that I could see so clearly out of that one right eye.,3.225,3.0725000000000002,1.124833320985825,8 out of 8,"[(u'remember', 2.41), (u'surprise', 3.24), (u'could', 1.34), (u'see', 3.21), (u'clearly', 2.04), (u'one', 3.97), (u'right', 3.47), (u'eye', 4.9)]","[u'remember', u'surprise', u'could', u'see', u'clearly', u'one', u'right', u'eye']"
211,"Everything looked sharper, brighter than usual.",2.63,2.6125,0.6285101431162429,4 out of 5,"[(u'everything', 2.3), (u'look', 2.96), (u'sharper', 3.29), (u'usual', 1.9)]","[u'everything', u'look', u'sharper', u'brighter', u'usual']"
212,I could see the metal sidebars on my bed - the pipes I had heard clanging.,3.66,3.738571428571429,1.322389611920135,7 out of 8,"[(u'could', 1.34), (u'see', 3.21), (u'metal', 4.87), (u'sidebar', 3.21), (u'bed', 5.0), (u'pipe', 4.88), (u'hear', 3.66)]","[u'could', u'see', u'metal', u'sidebar', u'bed', u'pipe', u'hear', u'clanging']"
213,Then another form came up to me.,2.72,2.8466666666666662,0.24583192089989714,3 out of 3,"[(u'another', 2.69), (u'form', 3.13), (u'come', 2.72)]","[u'another', u'form', u'come']"
214,"It was the neurosurgeon, Dr Wright.",4.66,4.66,N/A,1 out of 3,"[(u'neurosurgeon', 4.66)]","[u'neurosurgeon', u'dr', u'wright']"
215,He leaned over to look at me.,2.98,2.98,0.028284271247461926,2 out of 2,"[(u'lean', 3.0), (u'look', 2.96)]","[u'lean', u'look']"
216,"""We got it all, and it seems to be benign,"" he said.",2.135,2.15,0.39386969080310474,4 out of 4,"[(u'get', 2.38), (u'seem', 1.75), (u'benign', 1.89), (u'say', 2.58)]","[u'get', u'seem', u'benign', u'say']"
217,"Then he asked, ""Would you like to see your wife?""",2.52,2.574,1.1630262249837704,5 out of 5,"[(u'ask', 2.52), (u'would', 1.12), (u'like', 1.89), (u'see', 3.21), (u'wife', 4.13)]","[u'ask', u'would', u'like', u'see', u'wife']"
218,"I can't remember whether I spoke or made a sign, but in moments Kathleen was there.",2.54,2.766666666666667,1.1970742110106067,6 out of 8,"[(u'remember', 2.41), (u'whether', 1.59), (u'speak', 3.7), (u'make', 2.67), (u'sign', 4.62), (u'moment', 1.61)]","[u'ca', u'remember', u'whether', u'speak', u'make', u'sign', u'moment', u'kathleen']"
219,She was happily surprised that I could talk.,2.6,2.6525000000000003,1.232433230104847,4 out of 4,"[(u'happily', 1.96), (u'surprise', 3.24), (u'could', 1.34), (u'talk', 4.07)]","[u'happily', u'surprise', u'could', u'talk']"
220,"We both had taken it for granted that I'd be ""out of it"" for a day or two after such an operation.",3.53,3.626,0.4351781244502071,5 out of 5,"[(u'take', 3.06), (u'grant', 3.53), (u'day', 3.92), (u'two', 4.18), (u'operation', 3.44)]","[u'take', u'grant', u'day', u'two', u'operation']"
221,"She told me more of what Dr Wright had said, about how successful it had been.",2.58,2.5166666666666666,0.41860880704224723,3 out of 5,"[(u'tell', 2.9), (u'say', 2.58), (u'successful', 2.07)]","[u'tell', u'dr', u'wright', u'say', u'successful']"
222,We held hands again.,4.2,4.2,0.735391052434009,2 out of 2,"[(u'hold', 3.68), (u'hand', 4.72)]","[u'hold', u'hand']"
223,"In rapid succession Sheila, Brian and Debbie came through for brief visits.",2.72,2.7640000000000002,0.8137137088681743,5 out of 8,"[(u'rapid', 3.07), (u'succession', 1.73), (u'come', 2.72), (u'brief', 2.38), (u'visit', 3.92)]","[u'rapid', u'succession', u'sheila', u'brian', u'debbie', u'come', u'brief', u'visit']"
224,Then they were all gone.,3.15,3.15,N/A,1 out of 1,"[(u'go', 3.15)]",[u'go']
225,"I was by myself, and I remembered that day of miracles 45 years ago.",2.41,2.592,1.0003349439062899,5 out of 5,"[(u'remember', 2.41), (u'day', 3.92), (u'miracle', 1.96), (u'year', 3.25), (u'ago', 1.42)]","[u'remember', u'day', u'miracle', u'year', u'ago']"
226,"Truly, this was the day of the sixth miracle.",2.895,2.8325,1.21230840410626,4 out of 4,"[(u'truly', 1.62), (u'day', 3.92), (u'sixth', 3.83), (u'miracle', 1.96)]","[u'truly', u'day', u'sixth', u'miracle']"
